,id_vendedor,dias_atividade,datas_distintas_de_venda,%_de_atividade,vendas_por_dia_de_atividade,avaliacao_media,qtd_pedidos,qtd_produtos,media_produtos_por_pedido,receita_total,media_valor_pedido_sem_frete,media_valor_pedido_com_frete,media_valor_frete,prop_pedidos_atrasados,dias_sem_vender,tempo_de_postagem
478,"""26785a546900236d66f2e4197c211158""",246,12,0.05,1.25,4.5,15,15,1.0,1020,68.0,83.07,15.07,0.0,40,6
479,c3f5668699a1b04c0fa61ecea1e2bff6,129,3,0.02,1.0,2.5,3,3,1.0,408,136.0,171.67,35.67,0.0,32,3
480,"""128f9bfbe4c7d5185033914b1de3d39a""",279,13,0.05,1.0,4.67,13,15,1.15,1268,97.54,116.92,19.38,0.07,77,3
481,"""003554e2dce176b5555353e4f3555ac8""",1,1,1.0,1.0,2.5,1,1,1.0,120,120.0,139.0,19.0,0.0,262,6
482,"""18e694e0e48ed6f7aa3f24aade5fd697""",83,25,0.3,1.24,4.79,31,34,1.1,704,22.71,39.06,16.35,0.03,8,3
483,ae7ab174effdead6c241e547e4ca13f0,62,5,0.08,1.2,5.0,6,7,1.17,2779,463.17,595.67,132.5,0.0,23,1
484,"""9c0e69c7bf2619675bbadf47b43f655a""",270,43,0.16,1.4,3.74,60,76,1.27,10321,172.02,188.13,16.12,0.13,95,0
485,"""26d6bbee02420494d471c9f6436929c0""",143,11,0.08,1.09,4.86,12,13,1.08,434,36.17,56.67,20.5,0.0,9,3
486,"""4324dd16853115efb0fd9d0d131ba6f4""",150,8,0.05,1.0,5.0,8,13,1.62,661,82.62,112.88,30.25,0.0,179,4
487,bafc5aa11e413978be29040f51342e70,53,9,0.17,1.0,4.0,9,9,1.0,1680,186.67,203.33,16.67,0.11,221,4
488,e5c84227854980f1db19a58958c551d9,21,4,0.19,1.0,5.0,4,4,1.0,73,18.25,35.25,17.0,0.0,19,2
489,"""6524b847b982cd56bb5d4b02b776ee42""",1,1,1.0,1.0,2.5,1,2,2.0,780,780.0,836.0,56.0,1.0,199,1
490,bf100ecb7997df312b285358fb32f92c,153,2,0.01,1.5,2.5,3,3,1.0,330,110.0,128.67,18.67,0.0,211,4
491,"""820cc752a266cdc6c1a1e61dd4583330""",190,6,0.03,1.0,4.0,6,6,1.0,1224,204.0,222.5,18.5,0.0,125,2
492,a254c682cc01e119f83530446f1df9a9,158,6,0.04,1.0,2.5,6,7,1.17,570,95.0,135.0,40.0,0.14,11,3
493,"""010da0602d7774602cd1b3f5fb7b709e""",1,1,1.0,1.0,2.5,1,5,5.0,850,850.0,1080.0,230.0,0.0,88,-13
494,"""4fae87d32467e18eb46e4a76a0a0b9ce""",1,1,1.0,1.0,5.0,1,1,1.0,101,101.0,121.0,20.0,0.0,17,1
495,"""92c8bc6e8f925792247656fed09aad65""",1,1,1.0,1.0,5.0,1,1,1.0,52,52.0,71.0,19.0,0.0,357,3
496,ccbd753e6863fe7314dc6c0ca5a074e7,1,1,1.0,1.0,4.0,1,1,1.0,495,495.0,597.0,102.0,0.0,22,3
497,"""289cdb325fb7e7f891c38608bf9e0962""",185,68,0.37,1.6,4.46,109,125,1.15,13418,123.1,142.23,19.13,0.02,8,2
498,"""633ecdf879b94b5337cca303328e4a25""",8,5,0.62,1.2,2.0,6,6,1.0,1038,173.0,187.83,14.83,0.67,346,-9
499,a5a1bfcf728ab0e19182959cf0771ee4,226,19,0.08,1.11,3.9,21,24,1.14,1815,86.43,103.0,16.57,0.08,14,3
500,da03c298e3999e9d828591fc2179d109,86,4,0.05,1.0,4.75,4,5,1.25,787,196.75,210.25,13.5,0.0,187,1
501,f27e33c6d29b5138fa9967bcd445b6d5,355,68,0.19,1.21,3.91,82,86,1.05,8043,98.09,115.45,17.37,0.1,9,2
502,"""57d2ba47f7a3209aa347532ae75c1165""",27,2,0.07,1.0,5.0,2,2,1.0,318,159.0,229.0,70.0,0.0,47,4
503,ececbfcff9804a2d6b40f589df8eef2b,345,75,0.22,1.21,4.23,91,97,1.07,6407,70.41,89.66,19.25,0.1,19,3
504,"""70126eecc6aa1274392a1743866e9678""",29,3,0.1,1.0,2.5,3,3,1.0,98,32.67,48.33,15.67,0.0,40,5
505,"""75a4764c108403a7a0575140cb22287c""",120,5,0.04,1.0,4.67,5,9,1.8,717,143.4,185.4,42.0,0.0,146,5
506,"""9da1ca0bef29ee170e541927a5aeabdc""",1,1,1.0,1.0,2.5,1,1,1.0,165,165.0,183.0,18.0,0.0,343,2
507,"""0885aaf116795758dfeb5f1032487bcd""",250,25,0.1,1.08,4.73,27,29,1.07,2576,95.41,113.81,18.41,0.03,14,3
508,e81e1f9c3e762e620f3fb60a51499e16,234,14,0.06,1.07,4.75,15,15,1.0,3710,247.33,276.33,29.0,0.0,130,9
509,bff9deb0ec77d437f3305a79cf25529e,55,5,0.09,1.0,4.0,5,5,1.0,162,32.4,48.2,15.8,0.0,18,2
510,"""042573af89b6d931f672efaf789d8358""",21,3,0.14,1.0,5.0,3,3,1.0,414,138.0,159.67,21.67,0.33,204,3
511,"""813348c996469b40f2e028d5429d3495""",210,64,0.3,1.45,4.1,93,107,1.15,5676,61.03,82.05,21.02,0.07,132,5
512,"""827f8f69dfa529c561901c4f2e0f332f""",197,15,0.08,1.0,4.0,15,16,1.07,518,34.53,53.33,18.8,0.25,166,-4
513,e9e446d01bd10a97a8ffcfc4a3a20cb2,33,3,0.09,1.0,4.0,3,3,1.0,52,17.33,24.33,7.0,0.0,57,3
514,"""80f2cf9abf6b5a0e5c612b5eea6646e6""",40,6,0.15,1.0,5.0,6,6,1.0,655,109.17,146.83,37.67,0.17,111,4
515,"""4a82168aaef173cbb6e46ae88728f919""",27,4,0.15,1.0,3.67,4,4,1.0,512,128.0,153.0,25.0,0.0,26,3
516,"""95cca791657aabeff15a07eb152d7841""",1,1,1.0,1.0,5.0,1,1,1.0,10,10.0,28.0,18.0,0.0,65,2
517,"""609e1a9a6c2539919b8205cf7c4e6ff0""",208,70,0.34,1.24,3.37,87,130,1.49,6607,75.94,106.78,30.84,0.02,10,2
518,ce27a3cc3c8cc1ea79d11e561e9bebb6,356,30,0.08,1.27,3.64,38,40,1.05,1209,31.82,46.84,15.03,0.05,6,3
519,"""191d55f7edb8524d525ed01b20fe32e8""",52,3,0.06,1.0,2.5,3,3,1.0,747,249.0,270.67,21.67,0.33,228,0
520,"""7f2617c58d5d06806987308b45654351""",286,16,0.06,1.0,3.75,16,17,1.06,2610,163.12,178.38,15.25,0.06,74,3
521,"""0249d282d911d23cb8b869ab49c99f53""",186,11,0.06,1.0,4.25,11,11,1.0,395,35.91,48.64,12.73,0.18,165,1
522,"""75d34ebb1bd0bd7dde40dd507b8169c3""",153,10,0.07,1.0,4.0,10,12,1.2,2556,255.6,280.5,24.9,0.25,210,0
523,"""717b78b0950b51ed00b1471d858b0edc""",162,5,0.03,1.0,5.0,5,5,1.0,139,27.8,44.0,16.2,0.2,63,1
524,"""297d5eccd19fa9a83b2630071ff105e4""",34,8,0.24,1.0,5.0,8,8,1.0,835,104.38,122.12,17.75,0.0,11,5
525,"""668bf321538e5072858eaef6087ce027""",1,1,1.0,1.0,2.5,1,1,1.0,20,20.0,28.0,8.0,0.0,188,4
526,f84fa566034f5e8e880a07ec624c56af,271,47,0.17,1.85,4.34,87,98,1.13,4897,56.29,69.85,13.56,0.12,18,2
527,c33a5c3c983090c8b78a28e65052a20d,161,8,0.05,1.0,5.0,8,8,1.0,560,70.0,86.0,16.0,0.0,71,3
528,a1bea9970d8f65b240555f99c2214f7f,1,1,1.0,1.0,3.0,1,1,1.0,75,75.0,102.0,27.0,0.0,42,3
529,"""77530e9772f57a62c906e1c21538ab82""",355,162,0.46,1.52,4.32,246,294,1.2,36317,147.63,174.58,26.95,0.14,9,3
530,a938325a4b357fd23a6a4d5bb126408e,336,23,0.07,1.04,4.08,24,25,1.04,3231,134.62,158.0,23.38,0.04,18,2
531,f12d3c2a14729ae461b920c11fe20fdc,89,8,0.09,1.12,3.75,9,11,1.22,367,40.78,50.89,10.11,0.0,34,4
532,"""3c010235b7345c92f125d14ee232a76b""",46,12,0.26,1.25,4.57,15,15,1.0,3578,238.53,267.07,28.53,0.0,18,0
533,a44fb5a447105f8469bdf16bf9159f25,256,17,0.07,1.12,4.44,19,19,1.0,3707,195.11,226.0,30.89,0.26,31,2
534,"""3d4824f20035949c710eaf111f869d39""",81,8,0.1,1.0,3.0,8,9,1.12,449,56.12,71.88,15.75,0.22,11,5
535,"""1cbd32d00d01bb8087a5eb088612fd9c""",102,11,0.11,1.0,4.75,11,12,1.09,1048,95.27,117.27,22.0,0.08,14,3
536,d149de2f383552baea37a7198c2296ce,9,3,0.33,1.0,2.5,3,3,1.0,321,107.0,118.33,11.33,0.0,6,2
537,"""7586919161935337bf6b6d7ff5779648""",75,5,0.07,1.0,1.57,5,10,2.0,792,158.4,201.6,43.2,0.2,165,1
538,"""709e16e2b25c7474d980076c6bfc4806""",317,52,0.16,1.15,4.63,60,80,1.33,5158,85.97,106.35,20.38,0.02,8,2
539,"""14a08204d03bb6b6bde8029f801ae0eb""",158,24,0.15,1.17,4.22,28,38,1.36,2188,78.14,99.21,21.07,0.0,14,7
540,"""71039d19d4303bf9054d69e9a9236699""",299,31,0.1,1.13,2.58,35,38,1.09,3541,101.17,118.94,17.77,0.26,30,3
541,"""0873d9f8f36123f8d910f4760e788cfb""",100,6,0.06,1.0,5.0,6,6,1.0,7266,1211.0,1238.0,27.0,0.5,20,1
542,f08c008c8a8d31417763738a1788a2a8,91,17,0.19,1.18,4.0,20,21,1.05,1214,60.7,80.3,19.6,0.14,234,4
543,a61cc04793308395a840807104365121,1,1,1.0,1.0,2.5,1,1,1.0,15,15.0,39.0,24.0,0.0,122,6
544,e5899683388855d3dabe8913bbe365de,53,3,0.06,1.0,5.0,3,3,1.0,453,151.0,178.0,27.0,0.0,12,4
545,"""05aebce0b5c8f0d41b29b686f2d05fd3""",162,2,0.01,1.0,5.0,2,2,1.0,75,37.5,60.5,23.0,0.5,20,5
546,"""84deb808079d1be601c209c1e771b1cc""",86,2,0.02,1.0,5.0,2,2,1.0,35,17.5,29.0,11.5,0.0,277,6
547,"""265fdc289dffa9f1ad801c74f7d0de47""",1,1,1.0,1.0,2.5,1,1,1.0,495,495.0,547.0,52.0,0.0,21,3
548,"""2528744c5ef5d955adc318720a94d2e7""",242,5,0.02,1.0,3.0,5,5,1.0,6245,1249.0,1301.8,52.8,0.0,67,3
549,"""0015a82c2db000af6aaaf3ae2ecb0532""",22,3,0.14,1.0,5.0,3,3,1.0,2685,895.0,916.0,21.0,0.0,320,6
550,e5545d4d4473876ea78c5bcebca365c3,1,1,1.0,1.0,5.0,1,1,1.0,45,45.0,58.0,13.0,0.0,67,6
551,fa1c13f2614d7b5c4749cbc52fecda94,360,244,0.68,1.9,4.28,464,465,1.0,149603,322.42,339.61,17.19,0.12,5,2
552,"""8d899e15a5925f097cca50faa49b15e3""",82,4,0.05,1.0,5.0,4,10,2.5,648,162.0,200.0,38.0,0.6,17,0
553,"""4eeb99008a0f59d2c7759c59f9a346eb""",56,2,0.04,1.0,5.0,2,2,1.0,1282,641.0,660.5,19.5,0.0,77,2
554,"""7178e1eaa97257d8b6d4b80efd77a025""",1,1,1.0,1.0,2.5,1,1,1.0,168,168.0,185.0,17.0,0.0,363,6
555,"""0241d4d5d36f10f80c644447315af0bd""",324,154,0.48,1.55,4.32,238,248,1.04,31489,132.31,161.29,28.98,0.06,5,2
556,"""6edacfd9f9074789dad6d62ba7950b9c""",358,90,0.25,1.17,4.35,105,112,1.07,6715,63.95,78.11,14.16,0.09,7,2
557,"""6039e27294dc75811c0d8a39069f52c0""",347,41,0.12,1.29,3.44,53,64,1.21,11388,214.87,252.55,37.68,0.3,10,1
558,"""59cd88080b93f3c18508673122d26169""",64,6,0.09,1.0,4.75,6,7,1.17,233,38.83,57.17,18.33,0.43,268,3
559,a00824eb9093d40e589b940ec45c4eb0,188,3,0.02,1.0,5.0,3,3,1.0,9400,3133.33,3260.0,126.67,0.0,146,5
560,"""4b39558c138930b9e5489c93b6df5fe3""",62,4,0.06,1.0,5.0,4,5,1.25,1097,274.25,307.5,33.25,0.0,230,5
561,"""4e92348462c75b6c842b994ce84a0ed4""",1,1,1.0,1.0,5.0,1,1,1.0,70,70.0,86.0,16.0,0.0,60,2
562,"""4d0041cdbe51b4617d95c70b19decc74""",83,8,0.1,1.0,4.6,8,8,1.0,5236,654.5,683.38,28.88,0.0,34,3
563,ec21206b7894c503788a684a7bc822a6,1,1,1.0,1.0,2.5,1,1,1.0,75,75.0,93.0,18.0,0.0,293,6
564,"""731ef20c231d9a7103a425e83fd91271""",1,1,1.0,2.0,4.0,2,3,1.5,1692,846.0,1099.0,253.0,0.0,310,4
565,"""97e50a621f8e801f4baf69e08687c192""",1,1,1.0,1.0,5.0,1,1,1.0,90,90.0,98.0,8.0,0.0,194,0
566,fc59392d66ef99377e50356ee4f3b4e1,85,5,0.06,1.0,2.5,5,5,1.0,520,104.0,121.4,17.4,0.0,22,3
567,"""1fbe10c70e30765ed1de86d9f7e98409""",27,2,0.07,1.0,4.0,2,6,3.0,98,49.0,77.5,28.5,0.0,47,3
568,e48b04bf1aa1ef711caebeb7aede6180,331,14,0.04,1.0,3.75,14,14,1.0,1651,117.93,143.07,25.14,0.0,34,4
569,cc3d14116804f7209f3884f6367f1152,330,24,0.07,1.0,4.67,24,27,1.12,4885,203.54,226.17,22.62,0.0,13,6
570,"""7a91bf945c6fae0779f1c61ce97fe45c""",1,1,1.0,1.0,2.5,1,1,1.0,130,130.0,149.0,19.0,0.0,339,6
571,"""10cdd491d1dbea8fb4ead97b19c334ce""",29,3,0.1,1.0,5.0,3,3,1.0,209,69.67,96.0,26.33,0.0,41,4
572,"""6bb0724edf0b62fb91ac404873a97241""",211,13,0.06,1.0,4.29,13,14,1.08,3011,231.62,277.85,46.23,0.21,153,4
573,"""7ecd59e5e20407131822c1a68ac59c1f""",247,21,0.09,1.14,4.77,24,29,1.21,1467,61.12,85.58,24.46,0.14,31,0
574,"""26bad72add1f86e08a776ce4ffdaf1ca""",252,6,0.02,1.17,4.33,7,7,1.0,622,88.86,106.43,17.57,0.0,104,6
575,"""167fd940acebc789debd6eb418c46e38""",187,5,0.03,1.0,3.0,5,5,1.0,1078,215.6,235.4,19.8,0.2,90,2
576,f25e239052084705e17a982bc600ab2a,347,6,0.02,1.0,4.0,6,6,1.0,4084,680.67,726.0,45.33,0.0,19,3
577,"""1f2eebc0e970fd3c463e4f5d9652687a""",1,1,1.0,1.0,5.0,1,1,1.0,45,45.0,53.0,8.0,1.0,25,-1
578,"""3e35a8bb43569389d3cebef0ce820f69""",1,1,1.0,1.0,5.0,1,2,2.0,56,56.0,84.0,28.0,0.0,144,0
579,"""40db9e9aa57f7bb151bcda6b0f9bdbb7""",190,11,0.06,1.09,2.5,12,12,1.0,23168,1930.67,1985.42,54.75,0.08,16,0
580,"""43b2c864251aa0ce4030c746984e088a""",27,2,0.07,1.0,5.0,2,2,1.0,95,47.5,64.5,17.0,0.0,11,3
581,"""376d67b61dce0c990155286e7ae486a4""",1,1,1.0,1.0,4.0,1,1,1.0,94,94.0,112.0,18.0,0.0,186,5
582,ff1e15b778c700abdd4d239b81ac466d,18,7,0.39,1.0,4.5,7,7,1.0,415,59.29,76.0,16.71,0.0,13,1
583,"""3f0e48d209018b466fcd3bb4ccfeb520""",125,7,0.06,1.0,3.5,7,8,1.14,4300,614.29,644.86,30.57,0.0,224,4
584,"""63a79f5a7eb5cb48a7e5787b141c7993""",97,10,0.1,1.1,4.25,11,11,1.0,816,74.18,92.45,18.27,0.0,49,3
585,ffa6adafb71b807dc13159e26431354c,151,16,0.11,1.06,3.89,17,17,1.0,2501,147.12,177.59,30.47,0.0,20,3
586,"""63191ead8d3b2f937cd1996fdcbbad20""",1,1,1.0,1.0,2.5,1,1,1.0,367,367.0,420.0,53.0,0.0,24,3
587,a213f1bd6458f4a158f3746cb2514559,1,1,1.0,1.0,5.0,1,1,1.0,42,42.0,56.0,14.0,0.0,96,4
588,"""218d46b86c1881d022bce9c68a7d4b15""",354,174,0.49,1.59,4.01,277,303,1.09,36574,132.04,151.39,19.35,0.11,10,4
589,c3ee2331a724e6fc02c4b698b57a73f3,11,2,0.18,1.0,2.5,2,3,1.5,1347,673.5,744.0,70.5,0.0,275,4
590,"""9853a239ab7b7ebbdc3a21248d5b8e1f""",1,1,1.0,1.0,2.5,1,1,1.0,65,65.0,80.0,15.0,1.0,279,-5
591,b5bb2b985208834bd5bd86c7a402bbad,84,2,0.02,1.0,5.0,2,2,1.0,622,311.0,330.5,19.5,0.0,132,4
592,f5b44895715ddfe3087dc414f30268f3,311,18,0.06,1.06,4.29,19,19,1.0,379,19.95,34.37,14.42,0.05,40,3
593,"""8c5e007d7bd5693fa1386ffefbc99f6c""",77,7,0.09,1.29,5.0,9,24,2.67,1029,114.33,156.0,41.67,0.0,14,2
594,"""04e38a233f726ef161074ab1c9b0399a""",233,16,0.07,1.19,4.38,19,24,1.26,994,52.32,70.89,18.58,0.12,121,0
595,"""713e3a23ca5e47786eb6f0d99f94cfac""",118,4,0.03,1.0,2.5,4,4,1.0,1126,281.5,303.25,21.75,0.0,92,4
596,a69aa24cec11168e7e39a3fbc727e925,35,3,0.09,1.0,5.0,3,3,1.0,106,35.33,46.33,11.0,0.0,47,3
597,ea00f977a203ff88adf7057cb7806998,50,14,0.28,1.29,3.5,18,18,1.0,382,21.22,30.78,9.56,0.11,14,3
598,c847e075301870dd144a116762eaff9a,86,7,0.08,1.0,4.67,7,7,1.0,3963,566.14,597.0,30.86,0.0,236,5
599,"""324583d68897f5ddbaf38f6248322176""",6,2,0.33,1.0,2.5,2,3,1.5,84,42.0,64.0,22.0,0.67,189,3
600,"""11938fcc75f6902fea1d0a6f72b54a57""",137,2,0.01,1.0,5.0,2,2,1.0,595,297.5,368.5,71.0,0.0,99,15
601,"""7994b065a7ffb14e71c6312cf87b9de2""",61,4,0.07,1.25,5.0,5,7,1.4,454,90.8,119.6,28.8,0.0,30,3
602,"""7d948535954aaf8c5d39db007f74372e""",217,2,0.01,1.0,2.5,2,2,1.0,96,48.0,60.0,12.0,0.0,148,4
603,"""253c025bab43881055aeecde5e2d8b77""",231,2,0.01,1.0,5.0,2,2,1.0,95,47.5,62.0,14.5,0.5,54,4
604,"""02ecc2a19303f05e59ce133fd923fff7""",339,19,0.06,1.05,4.7,20,23,1.15,5115,255.75,278.65,22.9,0.0,11,4
605,"""2379bdc3888025689a9deb7b141507d5""",186,9,0.05,1.0,5.0,9,9,1.0,1000,111.11,125.11,14.0,0.33,30,5
606,"""6fc26fe110feebd80a433e1f012a84f9""",348,19,0.05,1.05,2.89,20,38,1.9,2134,106.7,135.2,28.5,0.11,16,3
607,"""5f5a58930c3c35f3b5af264f34fb8c85""",24,2,0.08,1.5,5.0,3,4,1.33,699,233.0,262.33,29.33,0.0,46,2
608,edf3fabebcc20f7463cc9c53da932ea8,1,1,1.0,1.0,2.5,1,1,1.0,220,220.0,244.0,24.0,1.0,104,4
609,"""33d677f27a69b84051204ee4ae76eaca""",123,9,0.07,1.0,4.5,9,10,1.11,166,18.44,37.67,19.22,0.0,45,3
610,"""1c742ac33582852aaf3bcfbf5893abcf""",1,1,1.0,1.0,5.0,1,1,1.0,98,98.0,114.0,16.0,0.0,72,3
611,d85efbc8eff2b7adf524e2820569adc8,1,1,1.0,1.0,5.0,1,1,1.0,55,55.0,63.0,8.0,0.0,114,6
612,"""25debeafbce801fdd479539350185eee""",145,2,0.01,1.0,2.5,2,2,1.0,78,39.0,54.0,15.0,0.0,132,1
613,"""68f86ba270525243e68ae74044f992b9""",253,9,0.04,1.0,4.0,9,9,1.0,640,71.11,88.56,17.44,0.11,35,3
614,"""0b0ddbc7b9d9584f442c7ac92b0ff6c9""",68,3,0.04,1.0,5.0,3,3,1.0,1417,472.33,517.0,44.67,0.0,90,3
615,d9c349beabc06aa6ff1c6d68b5e9e22e,1,1,1.0,1.0,2.5,1,1,1.0,168,168.0,206.0,38.0,0.0,124,-1
616,"""2cb6eb1b7185064167657fa09f541105""",166,6,0.04,1.0,5.0,6,7,1.17,1219,203.17,230.83,27.67,0.0,30,2
617,"""402916f742e5c740cc751493d9cf5053""",20,8,0.4,1.12,4.86,9,10,1.11,1252,139.11,164.22,25.11,0.0,10,3
618,a64e44665225d19dfc0277eeeaaccc57,62,6,0.1,1.0,5.0,6,6,1.0,338,56.33,71.67,15.33,0.17,12,1
619,"""1588ac4010787100dddef64568f0ae35""",36,3,0.08,1.0,2.5,3,3,1.0,600,200.0,215.0,15.0,0.0,220,2
620,"""052577151711aec5c744fe12e66db3e1""",1,1,1.0,1.0,2.5,1,1,1.0,687,687.0,730.0,43.0,0.0,312,0
621,fb8904a8ea99f8831b64ce27db2c1765,15,2,0.13,1.0,5.0,2,2,1.0,278,139.0,151.0,12.0,0.5,281,3
622,"""1987cd4be10fe09ee50454f9c354d1c6""",146,12,0.08,1.17,4.0,14,16,1.14,2878,205.57,223.86,18.29,0.06,185,4
623,fadb07c842a2aef5d5a676b85f220e71,85,7,0.08,1.0,5.0,7,7,1.0,399,57.0,81.43,24.43,0.0,6,3
624,c3acdfac4e3e97ff87529454fbc03642,147,12,0.08,1.0,4.25,12,12,1.0,16788,1399.0,1421.5,22.5,0.08,17,1
625,"""8e6d7754bc7e0f22c96d255ebda59eba""",240,41,0.17,2.05,2.98,84,129,1.54,14123,168.13,188.02,19.89,0.12,8,0
626,ce7d1888639e6fb06b2749cbfdac1ff7,331,69,0.21,1.09,3.58,75,81,1.08,11348,151.31,191.4,40.09,0.09,16,3
627,"""9f50216bfd01913736a55a11b55ea842""",58,14,0.24,1.21,4.71,17,19,1.12,1354,79.65,98.29,18.65,0.21,16,2
628,beadbee30901a7f61d031b6b686095ad,88,34,0.39,1.88,3.84,64,68,1.06,4374,68.34,83.09,14.75,0.24,11,1
629,"""661ad5fcc28cdfb8bcadb12bb2272475""",184,4,0.02,1.0,5.0,4,7,1.75,210,52.5,82.25,29.75,0.0,48,2
630,a36ac007a4d18f865c8d32c3b2402c2d,3,2,0.67,1.0,5.0,2,2,1.0,470,235.0,252.5,17.5,0.0,362,3
631,ef0ace09169ac090589d85746e3e036f,284,94,0.33,1.36,4.43,128,139,1.09,16121,125.95,144.15,18.2,0.08,10,2
632,"""252e76235acb79183cfca6e34f13337d""",1,1,1.0,1.0,2.5,1,1,1.0,57,57.0,70.0,13.0,0.0,94,4
633,"""25cf099de44674fde97473224f9d59ab""",348,43,0.12,1.09,4.32,47,47,1.0,1524,32.43,46.72,14.3,0.04,9,4
634,f9244d45189d3a3605499abddeade7d5,350,11,0.03,1.0,3.67,11,11,1.0,10100,918.18,963.91,45.73,0.0,16,9
635,"""57fe6232e67823593374a2281d7a8af8""",86,3,0.03,1.0,5.0,3,3,1.0,65,21.67,34.33,12.67,0.0,276,4
636,"""5c6d4016c2a288f074fa0848a2b653d2""",326,29,0.09,1.07,4.38,31,34,1.1,3101,100.03,116.1,16.06,0.09,14,3
637,e1643dff33666ca629e3644c02738179,20,3,0.15,1.0,5.0,3,3,1.0,170,56.67,66.33,9.67,0.0,96,6
638,"""78813699ffac347fe27dba345a5f1551""",1,1,1.0,1.0,2.5,1,1,1.0,152,152.0,200.0,48.0,0.0,71,3
639,"""781a66c0d89e30814d49fe8b5e14cd07""",1,1,1.0,1.0,1.0,1,1,1.0,115,115.0,136.0,21.0,1.0,292,-8
640,"""323ce52b5b81df2cd804b017b7f09aa7""",189,26,0.14,1.12,4.0,29,29,1.0,2377,81.97,95.55,13.59,0.17,32,1
641,"""8f2ce03f928b567e3d56181ae20ae952""",355,112,0.32,1.25,4.44,140,161,1.15,20050,143.21,168.19,24.98,0.14,10,2
642,"""48162d548f5b1b11b9d29d1e01f75a61""",347,33,0.1,1.0,3.09,33,47,1.42,10307,312.33,346.09,33.76,0.02,17,4
643,"""87b740daf17b5d1be335a64164ec6842""",105,6,0.06,1.0,4.0,6,6,1.0,6500,1083.33,1221.33,138.0,0.17,172,5
644,dc120d932ddf9d4dfb6fd68beefda622,1,1,1.0,1.0,2.5,1,1,1.0,130,130.0,144.0,14.0,0.0,131,6
645,"""82921991ff5b557b045605b8bbf08d49""",1,1,1.0,1.0,5.0,1,1,1.0,19,19.0,37.0,18.0,0.0,29,3
646,"""50770d25768b0486d89be26afca3108f""",219,6,0.03,1.0,4.0,6,6,1.0,172,28.67,41.17,12.5,0.17,47,4
647,"""403aa86912527d730337ffcb0fb096ab""",75,7,0.09,1.0,5.0,7,7,1.0,1945,277.86,293.57,15.71,0.0,290,3
648,"""36890be00bbfc1cdb9a4a38a6af05a69""",77,11,0.14,1.18,4.67,13,13,1.0,1362,104.77,123.46,18.69,0.23,14,3
649,"""679769a98cfcc6da877c8486ff1c13f3""",358,12,0.03,1.08,4.17,13,13,1.0,4387,337.46,358.38,20.92,0.0,7,4
650,"""5236605f4d4b0b3e4df85b850393fca0""",255,4,0.02,1.0,5.0,4,4,1.0,160,40.0,57.5,17.5,0.25,30,2
651,"""41da412d33e8da4f22baf55cb1bde82c""",148,15,0.1,1.0,4.5,15,21,1.4,868,57.87,82.73,24.87,0.0,75,4
652,"""73da1880b39c71de2b262bc7720c1494""",1,1,1.0,1.0,2.5,1,1,1.0,199,199.0,227.0,28.0,0.0,235,4
653,"""3b15288545f8928d3e65a8f949a28291""",343,64,0.19,1.14,4.31,73,91,1.25,10257,140.51,166.51,26.0,0.09,21,4
654,"""3586b8580d9c917874e053a1bb37b5ff""",327,20,0.06,1.1,4.45,22,25,1.14,927,42.14,67.32,25.18,0.08,21,8
655,f0b47fbbc6dee9aafe415a6e33051b3f,301,56,0.19,1.18,3.97,66,84,1.27,3716,56.3,76.05,19.74,0.1,5,3
656,c3aad7dc65449ae90a5e9c3c6c1e78e0,15,5,0.33,1.2,4.33,6,6,1.0,510,85.0,106.83,21.83,0.0,10,2
657,b0f2a6122a90a93eb03e68653dd960e3,103,6,0.06,1.0,4.5,6,7,1.17,1621,270.17,293.0,22.83,0.0,26,2
658,"""979e9f8b5b39dd243a2550c8b05aecf0""",69,3,0.04,1.0,5.0,3,4,1.33,525,175.0,190.67,15.67,0.0,152,6
659,"""10089e9f2fd0c668a8fd4e52e1698888""",1,1,1.0,1.0,2.5,1,1,1.0,360,360.0,382.0,22.0,0.0,293,7
660,"""8f78f0903005064036736c7173a5c2ed""",321,9,0.03,1.0,3.0,9,17,1.89,1124,124.89,172.11,47.22,0.0,36,3
661,"""3afc536624bc2e65bddfb5db33cc01f3""",143,6,0.04,1.0,2.5,6,6,1.0,312,52.0,69.83,17.83,0.17,81,3
662,"""02f623a8eb246f3c5f7c2f96462654e6""",121,29,0.24,1.52,4.75,44,44,1.0,6378,144.95,163.77,18.82,0.09,11,3
663,"""0a85ebe4e328db81ac9109781205e2f7""",105,12,0.11,1.0,3.0,12,12,1.0,668,55.67,67.17,11.5,0.08,10,2
664,d3f39f05462b79a4562d35893a28f159,275,29,0.11,1.03,3.3,30,34,1.13,2221,74.03,90.23,16.2,0.15,78,4
665,"""55d3daac7c404d59e51c2aa2f4dc5a23""",308,15,0.05,1.07,3.8,16,21,1.31,3432,214.5,271.19,56.69,0.0,17,3
666,a513150f33f99a06569e9cd5c4bb889b,9,2,0.22,1.0,2.5,2,2,1.0,677,338.5,356.0,17.5,0.0,272,4
667,"""01fdefa7697d26ad920e9e0346d4bd1b""",350,83,0.24,1.22,4.39,101,103,1.02,11704,115.88,137.65,21.77,0.07,14,3
668,cb8bcce248bb1fb274ba762d8b971456,343,37,0.11,1.08,4.43,40,40,1.0,5491,137.28,155.68,18.4,0.02,19,3
